5	1	I don't care about the area.  Anywhere.	What area of town would you like?	dontcare	european	dontcare
5	2	Thank you, goodbye	the cambridge lodge restaurant is located at Cambridge Lodge Hotel 139 Huntingdon Road City Centre and their phone number is 01223 355166.   	dontcare	european	dontcare
6	0	Can you find me a cheap Spanish restaurant? 		none	spanish	cheap
6	1	I am looking for a cheap restaurant. 	there are two spanish restaurants in total, what price range do you want ?	none	spanish	cheap
6	2	can you please give me the address? 	la raza is a spanish restaurant, in the cheap price range and in the centre part of town. 	none	spanish	cheap
6	3	What is the area?	The address is 4 - 6 Rose Crescent. Can I help you with anything else?	none	spanish	cheap
6	4	Thank you. Good bye 	la raza's area is in the centre part of town	none	spanish	cheap
7	0	hello, i'm looking for a restaurant that serves moroccan food		none	moroccan	none
7	1	How about british food?	Sorry, we don't have a restaurant that fits that description.	none	british	none
7	2	Could you provide me with price range of Cotto?  I also need their address and phone.  Thank you.	There is a cotto restaurant that has british food	none	british	none
7	3	That will do - thank you again.	Yes, the number is 01223 302010.  The address is 183 East Road City Centre.  Anything else?	none	british	none
8	0	Hi, could you tell me the phone number and address of the nearest Mexican restaurant?		none	mexican	none
8	1	Thank you, goodbye.	Chiquito restaurant bar is at 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton and their phone number is 01223 400170.	none	mexican	none
9	0	Where can I go for swedish food?		none	swedish	none
9	1	anywhere will do. 	We have a number of swedish options, do you have a location you'd like to look in?	dontcare	swedish	none
9	2	How about Vietnamese? 	My apologies, there must have been a glitch in the system. I show no Swedish restaurants; may I help with somewhere else?	dontcare	vietnamese	none
9	3	I need the address and phone number please. 	there is one Vietnamese restaurant on the west side. Would you like this information?	dontcare	vietnamese	none
9	4	No, that's it.  Thank you, good bye.	Sure, the phone number is 01223 362456 and the address is 17 Magdalene Street City Centre.  Anything else I can help with?	dontcare	vietnamese	none
10	0	Hi, I'm looking for an expensive restaurant serving English food.		none	english	expensive
10	1	How about find me a turkish one ?	No restaurant matching your description have been found.	none	turkish	expensive
10	2	Great! Where is it located?	There is one expensive Turkish restaurant in town: Meze Bar Restaurant.	none	turkish	expensive
10	3	Thank you, goodbye.	It's in the centre of town, the address is 196 Mill Road City Centre.	none	turkish	expensive
11	0	Hello, do you have any restaurant listings that serve creative food?		none	creative	none
11	1	How about modern European food?	sorry, i couldnt find anything. is there something else you would like?	none	modern european	none
11	2	moderate price range please. can i get a phone number?	We have several. Do you prefer Centre or west, moderate or expensive?	none	modern european	moderate
11	3	The De Luca Cucina and Bar is located in Centre with the phone number of 01223 356666	The De Luca Cucina and Bar is located in Centre with the phone number of 01223 356666	none	modern european	moderate
11	4	Nope, that's it. Thank you.	That's correct. Is there anything else I can help you with?	none	modern european	moderate
12	0	I'm looking for an expensive restaurant in the east part of town.		east	none	expensive
12	1	I don't care. 	there are 5 expensive restaurants in the east, what food type do you want ?	east	dontcare	expensive
12	2	What is the phone number? 	How about the Royal Standard at 290 Mill Road City Centre?	east	dontcare	expensive
13	0	I would like a cheap restaurant in the north part of town, please.		north	none	cheap
13	1	Is there anything else?	da vinci pizzeria is an italian restaurant in the north part of town.  Would you like their phone number or address?	north	none	cheap
13	2	Is there anything else in the cheap price range on the north side of town?	City Stop Restaurant is in the north part of town, and it is in the cheap price range. 	north	none	cheap
13	3	Address and phone number for Royal Spice, yes please. 	Royal Spice is a cheap restaurant on the north side of town.  Would you like their address?	north	none	cheap
13	4	No, that's everything. Thank you. Goodbye.	The phone number for royal spice is 01733 553355 and they are located at Victoria Avenue Chesterton.  Can I help you with anything else? 	north	none	cheap
14	0	I want to find a restaurant in any area and serves scottish food.		dontcare	scottish	none
14	1	Yes, how about modern European food?	There are no restaurants serving scottish food.  Would you like to try something else? 	dontcare	modern european	none
14	2	What is the phone number?	Eraina is a great European eatery. What other information can I provide to you?	dontcare	modern european	none
14	3	No, thank you.	Their phone number is 01223 368786.  May I help you with anything else? 	dontcare	modern european	none
15	0	I need the number to moderately priced restaurants in the south part of town.		south	none	moderate
15	1	I would like the phone numbers for both please.	There is an italian and a modern european restaurant in the south area that is moderately priced. Which one would you like the number for?	south	none	moderate
15	2	Thanks! Goodbye. 	Restaurant alimentum's number is 01223 413000. Pizza Hut Cherry Hinton's number is 01223 323737.	south	none	moderate
16	0	I need the address of a gastropub in town.		none	gastropub	none
16	1	doesn't matter.	Which part of town?	dontcare	gastropub	none
16	2	Moderate, please.	Would you prefer moderate or expensive pricing?	dontcare	gastropub	moderate
16	3	Are there any others in that price range?	I have found one results that matches your criteria, The Restaurant The cow pizza kitchen and bar is a Gastropub located at Corn Exchange Street C.B 2, 3 Q.F as the price range is moderate   	dontcare	gastropub	moderate
16	4	Hello, I am looking for a restaurant that serves gastropub food in any area, can you help me? 	Unfortunately there are not, Sorry, 	dontcare	gastropub	moderate
16	5	Thank you, goodbye	Sure, would you prefer expensive or moderately priced?	dontcare	gastropub	moderate
17	0	I'm looking for a cheap restaurant in the west part of town.		west	none	cheap
17	1	It doesn't matter.	What type of food are you interested in?	west	dontcare	cheap
17	2	Yes. Could I have the phone number for the Italian restaurant?	I found two restaurants. La Margherita serves Italian cuisine and Thanh Binh serves Vietnamese. Would you like more information?	west	italian	cheap
17	3	That is all. Thank you. Good Bye.	La Margherita's phone number is 01223 315232.  Is there anything else I can help you with?	west	italian	cheap
18	0	I would like a European restaurant in the west part of town, please.		west	european	none
18	1	phone number and address, please.	The cambridge lodge restaurant serves european food in the west part of town	west	european	none
18	2	Thank you goodbye. 	The Cambridge Lodge Restaurant is located at Cambridge Lodge Hotel 139 Huntingdon Road City Centre. Their number is 01223 355166. Is there anything else I can find for you?	west	european	none
19	0	I want an expensive restaurant that serves creative food.		none	creative	expensive
19	1	Do you have North American food?	we have no listing of restaurant that servers creative food is there anything else I can help you with?	none	north american	expensive
19	2	Whichever you recommend. The area doesn't matter.	Sure, do you have preferences regarding the location of the restaurant?	dontcare	north american	expensive
19	3	Just the phone number and postcode please.	I found gourmet burger kitchen would you like the address?	dontcare	north american	expensive
19	4	Thank you.	The phone number for gourmet burger kitchen is 01223 312598 and the post code is C.B2, 1 A.B	dontcare	north american	expensive
19	5	That should do it, thanks!	Thank you!  Please let me know if there is anything else I can assist you with!	dontcare	north american	expensive
19	6	Thank you for calling.	Thank you!  Please let me know if there is anything else I can assist you with!	dontcare	north american	expensive
20	0	Looking for the phone and type of cuisine for an expensive restaurant on the east side.		east	none	expensive
20	1	indian	I am showing five expensive restaurants on the east side. Which would you like: British, Indian, gastropub, or Chinese?	east	indian	expensive
20	2	no thats perfect. thank you	There are 2 Indian restaurants Pipasha Restaurant 01223 577786 and Sitar Tandoori  01223 249955. Would you like more information on either of these?	east	indian	expensive
21	0	Hello, I am looking for a restaurant in any area that serves danish food. 		dontcare	danish	none
21	1	what about international food? 	I'm sorry but there is no matching records found that fits your requests .	dontcare	international	none
21	2	I do not have a preference. 	There are three restaurants that serve international food. Would you like a specific price range?	dontcare	international	dontcare
21	3	Can I get the phone number and postcode, please?	bloomsbury restaurant is in the centre and serving international food and it is a moderate price is there anything I can help you with?	dontcare	international	dontcare
21	4	Thank you bye bye	bloomsbury restaurant's phone number is 0871 942 9180, their postcode is C.B 2, 3 D.T	dontcare	international	dontcare
22	0	hello, i'm looking for a restaurant with cheap prices		none	none	cheap
22	1	Any of them in the north part of town?	We've got 22 cheap restaurants in town. Can I help you narrow that down a little? 	north	none	cheap
22	2	Address, please.	Da Vinci Pizzeria is inexpensive Italian food on the north side. Would you like more information?	north	none	cheap
22	3	My hero.  You have saved the day.	Da Vince Pizzeria is located at 20 Milton Road Chesterton.	north	none	cheap
23	0	Eritrean food in the uptown area please.		north	eritrean	none
23	1	Okay, how about Portuguese food?	I'm sorry but there are no listings for Eritrean food in the uptown area. 	north	portuguese	none
23	2	how about eritrean in centre	No Portuguese restaurants found.	centre	eritrean	none
23	3	No, thanks anyways. 	I have no results for that inquiry. Is there something else i can try?	centre	eritrean	none
23	4	portuguese in centre?	There are no restaurants that fit what you are searching for. 	centre	portuguese	none
23	5	What is the price range?	Sorry, we DO have a Portuguese listing in the center. It is nandos city centre.  Here is the phone and address:  01223 327908 33-34 Saint Andrews Street	centre	portuguese	none
23	6	No thank you.	It's cheaply priced. Is there anything else I can do for you?	centre	portuguese	none
24	0	I am looking for the location and contact numbers for cheap restaurants in the south side of town.		south	none	cheap
24	1	may i also have the address and postcode of nandos please? 	There are two restaurants in Cambridge LEisure Park that match your criteria - Nandos (01223327908) which serves portuguese food and The Lucky Star (01223244277) which serves chinese food.	south	none	cheap
24	2	May I have the address, phone number and postcode for The Lucky Star also?	Cambridge Leisure Park Clifton Way   C.B 1, 7 D.Y	south	none	cheap
24	3	Thank you. Goodbye.	The Lucky Star is located at Cambridge Leisure Park Clifton Way Cherry Hinton and can be reached at 01223 244277. Their postcode is C.B 1, 7 D.Y.	south	none	cheap
25	0	hello, i'm looking for a place to eat that has fair prices		none	none	moderate
25	1	yes, thank u goodbye	There are 31 moderately priced restaurants in town. Can I help you narrow that down a little? 	none	none	moderate
25	2	Please give me the address and phone number of one that serves cheap but tasty Chinese food.	Still there?	none	chinese	cheap
25	3	I would like to find a restaurant in the north part of town. 	How about the rice house in the center part of town? Phone 01223 367755 address 88 Mill Road City Centre	north	chinese	cheap
25	4	thank you, goodbye	I'm sorry, but we do not have a Chinese restaurant in the North part of town. Would you like another type of food? 	north	chinese	cheap
25	5	Actually, what other options are there in the North part of town? relatively inexpensive please.	Thank You	north	dontcare	cheap
25	6	I'm actually looking for moderately priced, any cuisine, in the north. I'll need an address and phone number. Can you help?	I have an Italian place, da Vince Pizzeria, and Royal Spice an Indian place, both inexpensive in the North.	north	dontcare	moderate
26	0	What's good and cheap?		none	none	cheap
26	1	Well how many in the west?	There are 22 selections in the cheap price range. What kind of food were you looking for?	west	none	cheap
26	2	Hmm, what's the name of the Vietnamese restaurant? 	There are two cheap options in the west side, one is an Italian restaurant and the other is Vietnamese.	west	vietnamese	cheap
26	3	Is there anything just plain American?	thanh binh	west	north american	cheap
26	4	can I have the phone number and address of thanh binh	There are no american places in the west.	west	vietnamese	cheap
26	5	Thank you!	Of course. thanh bihn is located at 17 Magdalene Street City Center and can be reached at 01223 362456.  	west	vietnamese	cheap
27	0	Please provide me with a cheap place to eat south of town.  I need to know the full address.		south	none	cheap
27	1	Can I get the address for Nandos?	ok I have Nandos and the Lucky Star, both are cheap south side restaurants.	south	none	cheap
27	2	Okay, may I have their phone number please?	Yes, Nandos is located at Cambridge Leisure Park Clifton Way.	south	none	cheap
27	3	That should be all. Thanks.	Their number is 01223 327908	south	none	cheap
27	4	Thanks!	You're welcome!  Enjoy your meal.	south	none	cheap
28	0	I am looking for african food		none	african	none
28	1	Yes. I need the address please.	There is one African restaurant listed called bedouin. Would you like more information for this restaurant?	none	african	none
28	2	Thank you, goodbye.	The address is 100 Mill Road City Centre.	none	african	none
29	0	I am looking for a moderately priced restaurant in the west part of town. 		west	none	moderate
29	1	Don't care.	What kind of food would you like?	west	dontcare	moderate
29	2	Are there any other restaurants?	Meghna serves moderately priced Indian food and is in the West part of town.	west	dontcare	moderate
29	3	What is the address, phone number and postcode?	There is saint johns chop house with moderate pricing in the west part of town.	west	dontcare	moderate
29	4	No, thank you. That'll do it.	saint johns chop house is located at 21-24 northampton street. Its phone number is 01223 353110 and the postcode is CB30AD, Is there anything else I can help you with? 	west	dontcare	moderate
29	5	Thank you, goodbye.	Thank you, and have a great day!	west	dontcare	moderate
30	0	Hi I'm looking for a cheap restaurant on the south part of town.		south	none	cheap
30	1	Nandos is Portuguese and The Lucky Star is Chinese food.  May I give you more information about either of those?	Nandos is Portuguese and The Lucky Star is Chinese food.  May I give you more information about either of those?	south	none	cheap
30	2	no thank you good bye	Would you like me to look in a different area or price range?	south	none	cheap
31	0	I need the address, number, and post code of cheap restaurants in the east side of town.		east	none	cheap
31	1	Thank you, goodbye.	The Missing Sock at Finders Corner Newmarket Road, 01223 812660 C.B 25, 9 A.Q	east	none	cheap
32	0	I want to find an expensive restaurant serving mediterranean food. What is the address and phone number?		none	mediterranean	expensive
32	1	What is their address and phone number? 	La Mimosa, at Thompsons Lane Fen Ditton, is expensive and serves mediterranean food.	none	mediterranean	expensive
33	0	I'm looking for a cheap restaurant in the west part of town. I'd also like the restaurant's phone number.		west	none	cheap
33	1	Vietnamese sounds good. Could I have the phone number for Tanh Binh?	There are two cheap restaurants in the west part of town.  La Margherita is an Italian restaurant and Thanh Binh is a Vietnamese restaurant.  Would you like the phone number for one or both of those?	west	vietnamese	cheap
33	2	Thank you, goodbye	The phone number is 01223 362456.	west	vietnamese	cheap
34	0	I would like a moderately priced restaurant in the north part of town		north	none	moderate
34	1	What is the phone number and food of one of them?	There are two moderately priced restaurants in the north. May I suggest The Nirala, which is Indian? 	north	none	moderate
34	2	Thank you, goodbye!	The Nirala serves Indian food, it is in the moderate price range, and it is on the north part of town. The phone number is 01223 360966.	north	none	moderate
35	0	Can you recommend a moderately priced restaurant in the South part of town?		south	none	moderate
35	1	I don't care. Either one is fine.	Would you prefer Italian or Modern european food? 	south	dontcare	moderate
35	2	could i have the address and phone number please?	How about Pizza Hut Cherry Hinton. It serves Italian food, is in the moderate price range, and in the south part of town.	south	dontcare	moderate
35	3	No, that is all I needed.  Thank you.  Bye bye.	sure, pizza hut cherry hinton is located at G4 cambridge leisure park clifton way cherry hinton and the phone number is 01223 413000. Is there anything else I can help you with? 	south	dontcare	moderate
36	0	I want to find an expensive restaurant 		none	none	expensive
36	1	Something in the South part of town would be great. Any cuisine is fine.	There are many expensive restaurants in town. Is there a particular area or type of food you are looking for?	south	dontcare	expensive
36	2	Yes, please.	chiquito restaurant bar serves mexican food, is located in the south part of town, and is in the expensive price range.  Would you like their location? 	south	dontcare	expensive
36	3	Yes, please.	Chiquito restaurant bar is at 2G Cambridge Leisure Park Cherry Hinton Road Cherry Hinton.  Do you need the phone number?	south	dontcare	expensive
36	4	Thank you goodbye. 	Their phone number is 01223 400170.	south	dontcare	expensive
37	0	Hello, I am looking for a moderately priced restaurant that serves european food. 		none	european	moderate
37	1	I don't care.	Would the centre part of town be convenient for you?	dontcare	european	moderate
37	2	Can you please give me the address and phone number?	May I suggest the Hotel du Vin and Bistro?	dontcare	european	moderate
37	3	Thank you!	Their address is 15 - 19 Trumpington Street and phone number is 01223 227330.	dontcare	european	moderate
38	0	I would like a Hungarian restaurant in the west of town.		west	hungarian	none
38	1	Is there any Indian food on the west side of town.	There are no Hungarian restaurants in the west of town. Would you like to change your query?	west	indian	none
38	2	The price range doesn't matter.	There are 6 Indian restaurants in the west part of town. What price range do you have in mind?	west	indian	dontcare
38	3	Yes, but just for one. 	Would you like the name, address and phone number of a few of them?	west	indian	dontcare
38	4	Thank you!	Cocum is located at 71 Castle Street City Centre and their phone number is 01223 366668.   Their price range is expensive.  	west	indian	dontcare
38	5	Nope, I'm good. Thanks again.	You're welcome. May I help with another query?	west	indian	dontcare
39	0	I would like a restaurant that serves Malaysian food.  My second choice would be Korean food.  Can I have the address and a estimate of the average price of an entre?		none	malaysian	none
39	1	What's the address	Unfortunately I do not have any Malaysian restaurants listed, but I do have Little Seoul an expensive Korean restaurant in the City Centre.  	none	korean	none
39	2	Is it expensive?	The address of Little Seoul is 108 Regent Street City Centre.	none	korean	none
39	3	Nope, that will do it! Thanks for your help.	yes. is there anything else i can help you find?	none	korean	none
39	4	I'm glad I could be of assistance!	I'm glad I could be of assistance!	none	korean	none
40	0	A cheap restaurant in the south part of town		south	none	cheap
40	1	Chinese, what is the number?	We have two restaurants that meet your criteria, are you more interested in Chinese of Portuguese food?	south	chinese	cheap
40	2	What is their address? 	The Lucky Star is a chinese restaurant in the south and is in the cheap price range. Their phone number is 01223 244277.	south	chinese	cheap
40	3	What is the postcode please?	Cambridge Leisure Park Clifton Way Cherry Hinton	south	chinese	cheap
40	4	Thank you very much.	Their postcode is C.B 2, 1 U.J.	south	chinese	cheap
41	0	Do you have the phone number and address to a cheap restaurant that serves international food?		none	international	cheap
41	1	Interesting name.  I'll give them a try.  Thank you, goodbye.	I have The Missing Sock, located on the east side at Finders Corner Newmarket Road, 01223 812660.	none	international	cheap
42	0	I would like to find an expensive restaurant in the south part of town. 		south	none	expensive
42	1	i dont care.	What type of cuisine would you prefer?	south	dontcare	expensive
42	2	Are there any others?	The chiquito restaurant bar is in the south part of town and is in the expensive price range. Would you like their location? 	south	dontcare	expensive
42	3	I would like the phone number and postcode, please.	Yes, there is frankie and bennys, italian restaurant in the expensive price range and in south. Do you want the address? 	south	dontcare	expensive
42	4	Nope, that'll do it. Thank you very much!	The phone number for frankie and bennys is  01223 412430 and postcode is C.B 1, 7 D.Y	south	dontcare	expensive
43	0	I want to find a restaurant that serves european food and I don't care about the price range.		none	european	dontcare
43	1	Moderate price range please. Can i also have the address and phone number of the venue ?	There are five venues serving European food. What price range do you want?	none	european	moderate
43	2	thank you good bye 	galleria is an european restaurant in the moderate price range and the centre part of town, the address is 33 bridge street and the phone number is 01223 356666	none	european	moderate
44	0	What is a cheap restaurant in the south part of town?		south	none	cheap
44	1	Is there anything else? If not, Chinese.	There are two restaurants in the south of town in the cheap price range. Would you prefer Portuguese of Chinese?	south	chinese	cheap
44	2	Yes, can you give me the address?	 The lucky star is a chinese restaurant in the south part of town and in the cheap price range.  Would you like their location? 	south	chinese	cheap
44	3	No, Thank you.	The address of the lucky star is, Cambridge Leisure Park Clifton Way Cherry Hinton. Is there anything else I can help you with?	south	chinese	cheap
45	0	Can you find me a moderately priced restaurant in the west ?		west	none	moderate
45	1	What is the phone number?	Meghna is an indian restaurant in the west part of town and in the moderate price range. 	west	none	moderate
45	2	Thank you good bye. 	01223 727410	west	none	moderate
45	3	Thank you . Good bye 	Thank you for using this system. Goodbye.	west	none	moderate
46	0	Is there a restaurant in the north part of town that has belgian food?		north	belgian	none
46	1	Ok what about Chinese food?	There isn't.  Would you like to try something else?	north	chinese	none
46	2	Yes, moderately priced.	There are 3 ranging from moderately priced to expensive. Do you have a preference?	north	chinese	moderate
46	3	Okay, great. May I also have their phone number?	There's golden wok, located at 191 Histon Road Chesterton.	north	chinese	moderate
46	4	Just in case what are the others?	The phone number is 01223 350688	north	chinese	moderate
46	5	Can I please have the phone numbers for them?	The other two restaurants are Hakka and The Hotpot.	north	chinese	moderate
46	6	No thanks. You've been a big help. Bye for now.	The phone number for Hakka is 01223 568988 and the phone number for The Hotpot is 01223 366552. Is there anything else I can assist you with?	north	chinese	moderate
47	0	I am looking for an expensive restaurant that serves Persian food. 		none	persian	expensive
47	1	How about a restaurant that serves European food?	There are no Persian restaurants listed. Is there something else I can search for?	none	european	expensive
47	2	The area doesn't matter.	There are 4 restaurants that meet those specification. Do you have a preference of the area of town it is located at?	dontcare	european	expensive
47	3	Yes please. And the address as well.	Okay, I suggest the Cambridge Lodge Restaurant. They serve great European food and are located in the west part of town. Would you like their phone number?	dontcare	european	expensive
47	4	Thank you goodbye.	their address is Hotel 139 Huntingdon Road City Centre and their phone number is 01223 355166.	dontcare	european	expensive
48	0	I'm looking for an austrian restaurant.		none	austrian	none
48	1	West.	What area are you interested in today?	west	austrian	none
48	2	How about italian food?	There is no Austrian restaurant in West. Is there another area you might be interested in today?	west	italian	none
48	3	West part of town	There are 15 results for Italian food. Do you have an area of town or price range in mind?	west	italian	none
48	4	Great, What is the phone number? 	Prezzo serves Italian food and is located in the west part of town.	west	italian	none
48	5	Thank you, goodbye.	The phone number is 01799 521260, Is there anything else I can help you with? 	west	italian	none
48	6	Goodbye.	You're welcome.  Goodbye!	west	italian	none
49	0	I am looking for the address and phone number of an expensive restaurant serving Thai food.		none	thai	expensive
49	1	I don't care. 	there are two Thai locations. Would you prefer a restaurant in the centre or west part of town?	dontcare	thai	expensive
49	2	Yes, please. May I have their address and phone number?	Sala Thong is an expensive Thai restaurant in the west. Would you like their information? 	dontcare	thai	expensive
49	3	That is all, thank you, goodbye.	Sala Thong is located at 35 Newnham Road Newnham and their phone number is 01223 323178. Is there anything else I can do for you today?	dontcare	thai	expensive
50	0	hello, i'm looking for a restaurant that serves unique and strange food, but nothing too expensive		none	unusual	cheap
50	1	Ok.. sounds great! did you find anything? Please let it be moderately priced.	I will find some cheap, unusual food. 	none	unusual	moderate
50	2	Yes, please look for Lebanese restaurants	I'm sorry, i couldn't find any Unusual food for you. Might I suggest something else? Lebanese? International? Turkish?	none	lebanese	moderate
50	3	Do you have any options for Spanish food?	I found ali baba, which is a moderately priced Lebanese restaurant. Would you like address and phone number?	none	spanish	moderate
50	4	Is La Raza a Spanish restaurant of a moderate price?  Then please give me the address, phone number, and postcode.	Sure, how about La Raza in the Centre?	none	spanish	moderate
50	5	Yes, that's fine.  May I have the address, phone number and postcode please?	La Raza is a cheap Spanish restaurant if you're looking for something with a moderate price, might I recommend  la tasca?	none	spanish	moderate
50	6	ok got it, thank you so much!	The phone number, address and postcode of La Tasca is 01223 464630 14 -16 Bridge Street C.B 2, 1 U.F. 	none	spanish	moderate
51	0	I need a place to eat in the north area of the city.		north	none	none
51	1	I don't care. 	What type of food are you looking for?	north	dontcare	none
51	2	In the moderate price range. 	What price range are you looking for?	north	dontcare	moderate
51	3	What is the phone number and address?	Golden wok serves Chinese food, is located in the north part of the city and in the moderate price range.	north	dontcare	moderate
51	4	No thank you. Goodbye.	The Golden Wok's phone number is 01223 350688 and they are located at 191 Histon Road Chesterton. Is there anything else I can help you with today?	north	dontcare	moderate
52	0	cheap restaurant, please		none	none	cheap
52	1	do you have any serves jamaican food ?	What type of cuisine would you prefer?	none	jamaican	cheap
52	2	How about mediterranean?	There aren't any Jamaican restaurants nearby, would you like another type of cuisine?	none	mediterranean	cheap
52	3	Yes, and the postcode please. 	Yes, the gardenia serves mediterranean.   Would you like their phone number?	none	mediterranean	cheap
52	4	No, thank you, goodbye,	the Gardenia's phone number is 01223 356354 and the postcode is C.B 2, 3 L.L.  Is there anything else I can help you with?	none	mediterranean	cheap
53	0	I want to find a cheap restaurant in the east part of town. What is the address and postcode?		east	none	cheap
53	1	Thank you, goodbye.	The Missing Sock fits your criteria. It is on Finders Corner Newmarket Road, Postode isC.B 25, 9 A.Q	east	none	cheap
54	0	I am looking for a cheap restaurant that serves eritrean or vietnamese food.		none	vietnamese	cheap
54	1	Can i get the phone number?	thanh binh serves Vietnamese food and is in the cheap price range. 	none	vietnamese	cheap
54	2	Thank you!	The phone number for Thanh Binh is 01223 362456	none	vietnamese	cheap
55	0	Hi, I'm looking for a cheap restaurant in the eastern part of town.		east	none	cheap
55	1	Great!  Can I have the address and phone number?	There is an inexpensive restaurant in the eastern part of town, called the missing stock.	east	none	cheap
55	2	Thank you very much.	The Missing Sock's address is Finders Corner Newmarket Road, number is 01223 812660.	east	none	cheap
56	0	I am looking for a high end Thai restaurant?  Could you give me that address and postcode please?		none	thai	expensive
56	1	May I have the address and postcode for Bangkok City please?	There's Bangkok City in the centre area or Sala Thong in the west area. Would you want more information on either of these?	none	thai	expensive
56	2	That is all thank you.	Sure their located at 24 Green Street City Centre and their postcode is C.B 2, 3 J.X. Can I assist you with anything else?	none	thai	expensive
57	0	Please give me information on Tuscan food. 		none	tuscan	none
57	1	Alright, what about oriental or asian food?	My apologies but I do not have any restaurant listings for Tuscan food.	none	asian oriental	none
57	2	I have no preference.	I have quite a few options. Do you prefer expensive or cheap restaurants?	none	asian oriental	dontcare
57	3	That's a shame, asian oriental food was the last option that I wanted. 	Unfortunately there are no asian oriental restaurants listed in the area.  Can I do another search for you?	none	asian oriental	dontcare
57	4	That's no problem, thank you for assisting me.	Ah, well I apologize. We don't have that in our database. 	none	asian oriental	dontcare
58	0	hello, i'm looking for a french restaurant		none	french	none
58	1	Are there any other options?	There are two French restaurants in town, Cote in the town centre and Restaurant Two Two to the North. Would you like to know more about either of these? 	none	french	none
58	2	Can I have the phone number of the venue?	No, those are the only ones.	none	french	none
58	3	Which one do you recommend?	Which Venue?	none	french	none
58	4	thank you, goodbye 	I recommend Cote.	none	french	none
58	5	Oh, right. Thanks for reminding me - can I have it?	You forgot to ask for the phone number.	none	french	none
58	6	Thanks again, goodbye.	The phone number is 01223 311053	none	french	none
59	0	Is there a restaurant in the east that serves creative food?		east	creative	none
59	1	What about in the west?	i'm sorry, there isn't any	west	creative	none
59	2	Yeah, what's the address and phone number for it?	I have a Lebanese restaurant in the centre. Would you be interested in that?	centre	lebanese	none
59	3	How about indian food in the east?	The restaurant's name is Ali Baba. The phone number is 01462 432565 and their address is 59 Hills Road City Centre.	east	indian	none
59	4	thank you, goodbye	There are four restaurants serving Indian food in the east, two in the moderate price range and two in the expensive. Which do you prefer?	east	indian	none
59	5	Can I have the address and Phone number of Pipasha?	Are you sure you don't need any information on these restaurants?  Here are the ones that we have on record: Curry Prince, Pipasha, Rajmahal, Sita Tandoori.	east	indian	none
59	6	Can I also have the address and phone number of Rajmahal?	The address is Newmarket Road Fen Ditton and the phone number is 01223 577786	east	indian	none
59	7	Awesome you're so helpful. That's all the info i need. Thanks!	Let me pull that up for you. The address for the Rajmahal is 7 Barnwell Road Fen Ditton & the phone number is 01223 244955.  	east	indian	none
60	0	I would like a malaysian restaurant in the centre of town. 		centre	malaysian	none
60	1	How about Korean food in the Centre of town?	Sorry there are no Malasian restaurants in the area you are looking for. Can I help you with something elese.	centre	korean	none
60	2	Yes, and their address.	Little Seoul is a korean restaurant in the centre of town. Would you like their phone number? 	centre	korean	none
60	3	Thank you, goodbye.	The address for Little Seoul is 108 Regent Street City Centre.	centre	korean	none
